01	8:55:20	18:05:08
02	8:55:24	18:06:01
03	8:55:25	18:06:55
04	8:55:24	18:07:51
05	8:55:21	18:08:48
06	8:55:15	18:09:47
07	8:55:07	18:10:47
08	8:54:56	18:11:49
09	8:54:43	18:12:52
10	8:54:28	18:13:56
11	8:54:10	18:15:02
12	8:53:50	18:16:09
13	8:53:27	18:17:16
14	8:53:02	18:18:25
15	8:52:35	18:19:35
16	8:52:06	18:20:46
17	8:51:34	18:21:58
18	8:51:00	18:23:11
19	8:50:24	18:24:24
20	8:49:46	18:25:38
21	8:49:05	18:26:53
22	8:48:22	18:28:08
23	8:47:38	18:29:24
24	8:46:51	18:30:40
25	8:46:02	18:31:57
26	8:45:11	18:33:14
27	8:44:19	18:34:32
28	8:43:24	18:35:50
29	8:42:27	18:37:08
30	8:41:29	18:38:27
31	8:40:28	18:39:45
