01	6:50:04	20:03:24
02	6:51:09	20:01:41
03	6:52:13	19:59:58
04	6:53:17	19:58:14
05	6:54:21	19:56:30
06	6:55:25	19:54:45
07	6:56:30	19:53:00
08	6:57:34	19:51:15
09	6:58:38	19:49:29
10	6:59:42	19:47:43
11	7:00:46	19:45:57
12	7:01:51	19:44:10
13	7:02:55	19:42:23
14	7:03:59	19:40:36
15	7:05:03	19:38:49
16	7:06:08	19:37:02
17	7:07:12	19:35:15
18	7:08:17	19:33:27
19	7:09:21	19:31:40
20	7:10:26	19:29:52
21	7:11:31	19:28:05
22	7:12:36	19:26:17
23	7:13:41	19:24:30
24	7:14:46	19:22:43
25	7:15:52	19:20:56
26	7:16:57	19:19:09
27	7:18:03	19:17:22
28	7:19:09	19:15:36
29	7:20:15	19:13:50
30	7:21:21	19:12:04
