01	5:50:50	21:10:20
02	5:51:22	21:10:11
03	5:51:56	21:09:59
04	5:52:32	21:09:45
05	5:53:09	21:09:29
06	5:53:48	21:09:11
07	5:54:28	21:08:50
08	5:55:09	21:08:27
09	5:55:52	21:08:02
10	5:56:37	21:07:35
11	5:57:22	21:07:06
12	5:58:09	21:06:35
13	5:58:57	21:06:02
14	5:59:46	21:05:26
15	6:00:36	21:04:49
16	6:01:27	21:04:09
17	6:02:19	21:03:27
18	6:03:12	21:02:44
19	6:04:06	21:01:58
20	6:05:01	21:01:10
21	6:05:57	21:00:21
22	6:06:53	20:59:29
23	6:07:50	20:58:36
24	6:08:48	20:57:41
25	6:09:47	20:56:44
26	6:10:46	20:55:45
27	6:11:46	20:54:44
28	6:12:46	20:53:42
29	6:13:47	20:52:38
30	6:14:48	20:51:32
31	6:15:50	20:50:25
