01	8:00:53	19:17:11
02	7:59:15	19:18:25
03	7:57:37	19:19:38
04	7:55:58	19:20:52
05	7:54:18	19:22:05
06	7:52:38	19:23:18
07	7:50:57	19:24:30
08	7:49:15	19:25:43
09	7:47:34	19:26:55
10	7:45:51	19:28:07
11	7:44:08	19:29:18
12	7:42:25	19:30:29
13	7:40:42	19:31:41
14	7:38:58	19:32:52
15	7:37:14	19:34:02
16	7:35:29	19:35:13
17	7:33:45	19:36:23
18	7:32:00	19:37:33
19	7:30:15	19:38:43
20	7:28:29	19:39:53
21	7:26:44	19:41:03
22	7:24:59	19:42:13
23	7:23:13	19:43:22
24	7:21:28	19:44:32
25	7:19:42	19:45:41
26	7:17:57	19:46:50
27	7:16:12	19:47:59
28	7:14:26	19:49:08
29	7:12:41	19:50:17
30	7:10:56	19:51:26
31	7:09:12	19:52:35
