01	8:35:32	17:55:51
02	8:36:35	17:55:33
03	8:37:38	17:55:18
04	8:38:39	17:55:04
05	8:39:39	17:54:54
06	8:40:37	17:54:45
07	8:41:34	17:54:39
08	8:42:30	17:54:36
09	8:43:24	17:54:35
10	8:44:17	17:54:36
11	8:45:08	17:54:40
12	8:45:57	17:54:47
13	8:46:44	17:54:55
14	8:47:30	17:55:07
15	8:48:14	17:55:20
16	8:48:56	17:55:36
17	8:49:36	17:55:55
18	8:50:14	17:56:15
19	8:50:50	17:56:38
20	8:51:24	17:57:04
21	8:51:56	17:57:32
22	8:52:26	17:58:01
23	8:52:53	17:58:34
24	8:53:19	17:59:08
25	8:53:42	17:59:44
26	8:54:03	18:00:23
27	8:54:21	18:01:04
28	8:54:37	18:01:46
29	8:54:51	18:02:31
30	8:55:03	18:03:17
31	8:55:12	18:04:06
