01	7:55:20	17:05:08
02	7:55:24	17:06:01
03	7:55:25	17:06:55
04	7:55:24	17:07:51
05	7:55:21	17:08:48
06	7:55:15	17:09:47
07	7:55:07	17:10:47
08	7:54:56	17:11:49
09	7:54:43	17:12:52
10	7:54:28	17:13:56
11	7:54:10	17:15:02
12	7:53:50	17:16:09
13	7:53:27	17:17:16
14	7:53:02	17:18:25
15	7:52:35	17:19:35
16	7:52:06	17:20:46
17	7:51:34	17:21:58
18	7:51:00	17:23:11
19	7:50:24	17:24:24
20	7:49:46	17:25:38
21	7:49:05	17:26:53
22	7:48:22	17:28:08
23	7:47:38	17:29:24
24	7:46:51	17:30:40
25	7:46:02	17:31:57
26	7:45:11	17:33:14
27	7:44:19	17:34:32
28	7:43:24	17:35:50
29	7:42:27	17:37:08
30	7:41:29	17:38:27
31	7:40:28	17:39:45
