01	6:22:28	18:10:18
02	6:23:34	18:08:33
03	6:24:41	18:06:49
04	6:25:49	18:05:04
05	6:26:56	18:03:20
06	6:28:04	18:01:37
07	6:29:12	17:59:54
08	6:30:20	17:58:12
09	6:31:29	17:56:30
10	6:32:37	17:54:49
11	6:33:47	17:53:08
12	6:34:56	17:51:28
13	6:36:06	17:49:49
14	6:37:16	17:48:11
15	6:38:26	17:46:33
16	6:39:37	17:44:57
17	6:40:48	17:43:21
18	6:41:59	17:41:46
19	6:43:11	17:40:11
20	6:44:23	17:38:38
21	6:45:35	17:37:06
22	6:46:47	17:35:35
23	6:48:00	17:34:05
24	6:49:13	17:32:36
25	6:50:26	17:31:08
26	6:51:40	17:29:41
27	6:52:54	17:28:16
28	6:54:08	17:26:52
29	6:55:22	17:25:29
30	6:56:37	17:24:07
31	6:57:52	17:22:47
