01	4:50:50	20:10:20
02	4:51:22	20:10:11
03	4:51:56	20:09:59
04	4:52:32	20:09:45
05	4:53:09	20:09:29
06	4:53:48	20:09:11
07	4:54:28	20:08:50
08	4:55:09	20:08:27
09	4:55:52	20:08:02
10	4:56:37	20:07:35
11	4:57:22	20:07:06
12	4:58:09	20:06:35
13	4:58:57	20:06:02
14	4:59:46	20:05:26
15	5:00:36	20:04:49
16	5:01:27	20:04:09
17	5:02:19	20:03:27
18	5:03:12	20:02:44
19	5:04:06	20:01:58
20	5:05:01	20:01:10
21	5:05:57	20:00:21
22	5:06:53	19:59:29
23	5:07:50	19:58:36
24	5:08:48	19:57:41
25	5:09:47	19:56:44
26	5:10:46	19:55:45
27	5:11:46	19:54:44
28	5:12:46	19:53:42
29	5:13:47	19:52:38
30	5:14:48	19:51:32
31	5:15:50	19:50:25
