01	5:19:34	19:28:04
02	5:18:13	19:29:11
03	5:16:52	19:30:19
04	5:15:33	19:31:27
05	5:14:15	19:32:34
06	5:12:59	19:33:41
07	5:11:44	19:34:48
08	5:10:31	19:35:54
09	5:09:18	19:37:01
10	5:08:08	19:38:06
11	5:06:59	19:39:12
12	5:05:51	19:40:17
13	5:04:46	19:41:21
14	5:03:41	19:42:25
15	5:02:39	19:43:29
16	5:01:38	19:44:32
17	5:00:39	19:45:34
18	4:59:42	19:46:36
19	4:58:46	19:47:37
20	4:57:52	19:48:37
21	4:57:00	19:49:36
22	4:56:10	19:50:35
23	4:55:22	19:51:33
24	4:54:36	19:52:30
25	4:53:52	19:53:26
26	4:53:09	19:54:21
27	4:52:29	19:55:15
28	4:51:51	19:56:08
29	4:51:14	19:56:59
30	4:50:40	19:57:50
31	4:50:08	19:58:39
