01	5:50:04	19:03:24
02	5:51:09	19:01:41
03	5:52:13	18:59:58
04	5:53:17	18:58:14
05	5:54:21	18:56:30
06	5:55:25	18:54:45
07	5:56:30	18:53:00
08	5:57:34	18:51:15
09	5:58:38	18:49:29
10	5:59:42	18:47:43
11	6:00:46	18:45:57
12	6:01:51	18:44:10
13	6:02:55	18:42:23
14	6:03:59	18:40:36
15	6:05:03	18:38:49
16	6:06:08	18:37:02
17	6:07:12	18:35:15
18	6:08:17	18:33:27
19	6:09:21	18:31:40
20	6:10:26	18:29:52
21	6:11:31	18:28:05
22	6:12:36	18:26:17
23	6:13:41	18:24:30
24	6:14:46	18:22:43
25	6:15:52	18:20:56
26	6:16:57	18:19:09
27	6:18:03	18:17:22
28	6:19:09	18:15:36
29	6:20:15	18:13:50
30	6:21:21	18:12:04
