01	7:39:26	17:41:04
02	7:38:22	17:42:23
03	7:37:17	17:43:42
04	7:36:10	17:45:01
05	7:35:01	17:46:20
06	7:33:50	17:47:39
07	7:32:38	17:48:58
08	7:31:25	17:50:17
09	7:30:10	17:51:36
10	7:28:53	17:52:55
11	7:27:35	17:54:14
12	7:26:16	17:55:32
13	7:24:55	17:56:50
14	7:23:33	17:58:09
15	7:22:10	17:59:26
16	7:20:46	18:00:44
17	7:19:20	18:02:02
18	7:17:53	18:03:19
19	7:16:25	18:04:36
20	7:14:56	18:05:53
21	7:13:26	18:07:09
22	7:11:55	18:08:25
23	7:10:23	18:09:41
24	7:08:50	18:10:57
25	7:07:17	18:12:12
26	7:05:42	18:13:27
27	7:04:06	18:14:42
28	7:02:30	18:15:57
29	7:02:30	18:15:57
